dataset,mean_baseline,time,regimen,H,E,J,L,M,O,Pa,R,S,U,Z,drug_number,regimen_name,incubation_time_d,inoc_size,relapse,relapse_n,DV,type,median_cfu_change,mean_cfu_change,cfu_value,cfu_sd,cfu_change_assumed,JL,JPa,JM,JZ
data937,8.091177981,42,1JPaMZ/0.5 JPaM,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,5,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,1JPaMZ/0.5 JPaM,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,5,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2 JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,16,4.193254771,4,17,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data937,8.091177981,42,2JPaZ 1.5(+3) ,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,16,4.193254771,12,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data937,8.091177981,42,2JPaZ 1.5(+3) ,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,16,4.193254771,12,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data937,8.091177981,42,2JPaZ 1.5(+3) ,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,16,4.193254771,12,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JPaL,0,0,1,1,0,0,1,0,0,0,0,3,JLPa,13,4.096300611,7,15,0,prop relapse,4.367116229,4.232871352,3.247192187,0.563524864,4.367116229,1,1,0,0
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,56,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,28,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,14,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,4.096300611,6,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data568,7.9,42,JPaMZ,0,0,1,0,1,0,1,0,0,0,1,4,JMPaZ,13,4.096300611,0,15,0,prop relapse,6.108906748,6.2424426,1.581838949,0.433376705,6.108906748,0,1,1,1
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,1,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,28,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,15,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,15,15,1,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,1,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,1,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,16,4.228333333,15,15,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data909,8.201666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,16,4.228333333,15,15,1,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
